split,image_relative_path,label_relative_path,image_file_name,label_file_name,image_extension,image_width,image_height,image_size_bytes,label_size_bytes,num_boxes,class_ids,average_box_width_norm,average_box_height_norm,average_box_area_norm,sha256_hash
train,datasets/uae_lp_v2_yolo/images/train/1-21288_jpg.rf.9uvucr8BGr3lwtBbL6Cc.jpg,datasets/uae_lp_v2_yolo/labels/train/1-21288_jpg.rf.9uvucr8BGr3lwtBbL6Cc.txt,1-21288_jpg.rf.9uvucr8BGr3lwtBbL6Cc.jpg,1-21288_jpg.rf.9uvucr8BGr3lwtBbL6Cc.txt,.jpg,1440,1280,173259,38,1,0,0.04375,0.054688,0.0023926,1d9fff1f58440179c6702f83e5016d6def064e1f0686c27a06e54a4ba30da623
train,datasets/uae_lp_v2_yolo/images/train/1-21884_jpg.rf.WtSJBzOPqk7tjlvUU4iX.jpg,datasets/uae_lp_v2_yolo/labels/train/1-21884_jpg.rf.WtSJBzOPqk7tjlvUU4iX.txt,1-21884_jpg.rf.WtSJBzOPqk7tjlvUU4iX.jpg,1-21884_jpg.rf.WtSJBzOPqk7tjlvUU4iX.txt,.jpg,1440,1280,190403,38,1,0,0.155556,0.075,0.0116667,b43ed607c6f5ce06f38485f246b4f5e9a69e3b8f6816a60fc7d621e72f06c06b
train,datasets/uae_lp_v2_yolo/images/train/1-21940_jpg.rf.cQlCv6y4zSi2a16ZceH9.jpg,datasets/uae_lp_v2_yolo/labels/train/1-21940_jpg.rf.cQlCv6y4zSi2a16ZceH9.txt,1-21940_jpg.rf.cQlCv6y4zSi2a16ZceH9.jpg,1-21940_jpg.rf.cQlCv6y4zSi2a16ZceH9.txt,.jpg,1440,1280,195686,38,1,0,0.135417,0.055469,0.007511445573,89494627ca24357a8ee133009773e5399e79cbc5fd80aec21e474dd0d94f0ccb
train,datasets/uae_lp_v2_yolo/images/train/1-22221_jpg.rf.eSugcugcpVMhCv1yQsMP.jpg,datasets/uae_lp_v2_yolo/labels/train/1-22221_jpg.rf.eSugcugcpVMhCv1yQsMP.txt,1-22221_jpg.rf.eSugcugcpVMhCv1yQsMP.jpg,1-22221_jpg.rf.eSugcugcpVMhCv1yQsMP.txt,.jpg,1440,1280,191578,38,1,0,0.111111,0.084375,0.009374990625000001,3a16c6188e8bc6b137f0fd17d9d6bdbdf0db19f18742ad0957616e1f2063130e
train,datasets/uae_lp_v2_yolo/images/train/1-2224_jpg.rf.iOElPkxN8kLfQs6k9uCZ.jpg,datasets/uae_lp_v2_yolo/labels/train/1-2224_jpg.rf.iOElPkxN8kLfQs6k9uCZ.txt,1-2224_jpg.rf.iOElPkxN8kLfQs6k9uCZ.jpg,1-2224_jpg.rf.iOElPkxN8kLfQs6k9uCZ.txt,.jpg,1440,1280,213014,38,1,0,0.056944,0.05625,0.0032031,8f9139a063dfcb524ce82f48bbaca32557f51ad2be2f002d6a36e1eb46acd765
train,datasets/uae_lp_v2_yolo/images/train/1-222_jpg.rf.lHRlfJj3Uzb6azN5v5ug.jpg,datasets/uae_lp_v2_yolo/labels/train/1-222_jpg.rf.lHRlfJj3Uzb6azN5v5ug.txt,1-222_jpg.rf.lHRlfJj3Uzb6azN5v5ug.jpg,1-222_jpg.rf.lHRlfJj3Uzb6azN5v5ug.txt,.jpg,1440,1280,178397,38,1,0,0.171528,0.085938,0.014740773264000001,c5174406a5f21eefe744783e950bc2dc54a2c38f52131ffc2130b8dfaba885a9
train,datasets/uae_lp_v2_yolo/images/train/1-22903_jpg.rf.5Ml0XIOj2cYQ9mL6w4aZ.jpg,datasets/uae_lp_v2_yolo/labels/train/1-22903_jpg.rf.5Ml0XIOj2cYQ9mL6w4aZ.txt,1-22903_jpg.rf.5Ml0XIOj2cYQ9mL6w4aZ.jpg,1-22903_jpg.rf.5Ml0XIOj2cYQ9mL6w4aZ.txt,.jpg,1440,1280,129687,38,1,0,0.047917,0.039844,0.001909204948,5362d0fd6bd3ea4c5f3bf73d06a4e793bbe2048a0f1d06406f2dac8a9705bdde
train,datasets/uae_lp_v2_yolo/images/train/1-23525_jpg.rf.inYyxG7W3QKWfq24Vjfi.jpg,datasets/uae_lp_v2_yolo/labels/train/1-23525_jpg.rf.inYyxG7W3QKWfq24Vjfi.txt,1-23525_jpg.rf.inYyxG7W3QKWfq24Vjfi.jpg,1-23525_jpg.rf.inYyxG7W3QKWfq24Vjfi.txt,.jpg,1440,1280,242003,38,1,0,0.048611,0.051562,0.002506480382,36ee12a9b5b620ba97ae8d0321d94e10fa3e0dcf4de4867f3addfa9922af2a5d
train,datasets/uae_lp_v2_yolo/images/train/1-23819_jpg.rf.IFEEkco2rRfLC4HZ6aSq.jpg,datasets/uae_lp_v2_yolo/labels/train/1-23819_jpg.rf.IFEEkco2rRfLC4HZ6aSq.txt,1-23819_jpg.rf.IFEEkco2rRfLC4HZ6aSq.jpg,1-23819_jpg.rf.IFEEkco2rRfLC4HZ6aSq.txt,.jpg,1440,1280,184743,38,1,0,0.105556,0.059375,0.0062673875,27508f3c28fd91583185f14cb9000fc922c4f7cf3190d17865fdbf6033d710b0
train,datasets/uae_lp_v2_yolo/images/train/1-249_jpg.rf.MSCC8D3ZbZCb25S87TG2.jpg,datasets/uae_lp_v2_yolo/labels/train/1-249_jpg.rf.MSCC8D3ZbZCb25S87TG2.txt,1-249_jpg.rf.MSCC8D3ZbZCb25S87TG2.jpg,1-249_jpg.rf.MSCC8D3ZbZCb25S87TG2.txt,.jpg,1440,1280,158648,38,1,0,0.040278,0.039844,0.001604836632,23871385e1cdf582e92c416ccf2b6a1ead6281d466b575488ed255625a4f6acc
train,datasets/uae_lp_v2_yolo/images/train/1-29100_jpg.rf.yuI9SI8BzRssxjEzLFsM.jpg,datasets/uae_lp_v2_yolo/labels/train/1-29100_jpg.rf.yuI9SI8BzRssxjEzLFsM.txt,1-29100_jpg.rf.yuI9SI8BzRssxjEzLFsM.jpg,1-29100_jpg.rf.yuI9SI8BzRssxjEzLFsM.txt,.jpg,1440,1280,209373,76,2,0,0.117361,0.0671875,0.0078244248265,d0c8498000f291baac2c88b0834968e0dd22c753aac65f6acd437c1b9635dca8
train,datasets/uae_lp_v2_yolo/images/train/1-30303_jpg.rf.x6qnawAp4YDxbX08pGTc.jpg,datasets/uae_lp_v2_yolo/labels/train/1-30303_jpg.rf.x6qnawAp4YDxbX08pGTc.txt,1-30303_jpg.rf.x6qnawAp4YDxbX08pGTc.jpg,1-30303_jpg.rf.x6qnawAp4YDxbX08pGTc.txt,.jpg,1440,1280,181316,38,1,0,0.13125,0.121875,0.01599609375,485fb13c78e78fddba08a3a5631e25717770e3e2b679319f6d93c3014581f2f7
train,datasets/uae_lp_v2_yolo/images/train/1-313_jpg.rf.UwV32uYdIIehSuUxe357.jpg,datasets/uae_lp_v2_yolo/labels/train/1-313_jpg.rf.UwV32uYdIIehSuUxe357.txt,1-313_jpg.rf.UwV32uYdIIehSuUxe357.jpg,1-313_jpg.rf.UwV32uYdIIehSuUxe357.txt,.jpg,1440,1280,168873,38,1,0,0.074306,0.042188,0.003134821528,ce085dce262becb64a3d988bed56f35af4106c88d8d9b379f6204db3e78b0d7d
train,datasets/uae_lp_v2_yolo/images/train/1-32648_jpg.rf.5JZztjbFOFT197fnvXfb.jpg,datasets/uae_lp_v2_yolo/labels/train/1-32648_jpg.rf.5JZztjbFOFT197fnvXfb.txt,1-32648_jpg.rf.5JZztjbFOFT197fnvXfb.jpg,1-32648_jpg.rf.5JZztjbFOFT197fnvXfb.txt,.jpg,1440,1280,161945,76,2,0,0.0767365,0.056641000000000004,0.006259553863000001,1e66794d823333ba58968b2dceda6fa0cbfa5b35970d84525c0bcd91dd697854
train,datasets/uae_lp_v2_yolo/images/train/1-32753_jpg.rf.97YAgCqdZs2BOtDGhBlr.jpg,datasets/uae_lp_v2_yolo/labels/train/1-32753_jpg.rf.97YAgCqdZs2BOtDGhBlr.txt,1-32753_jpg.rf.97YAgCqdZs2BOtDGhBlr.jpg,1-32753_jpg.rf.97YAgCqdZs2BOtDGhBlr.txt,.jpg,1440,1280,211205,76,2,0,0.092014,0.048827999999999996,0.0048760383679999995,aa21c779110ce25fb7f9425059a27fca9330f28ffb4ed6375878d486d0748a9d
train,datasets/uae_lp_v2_yolo/images/train/1-328_jpg.rf.fthtJBHlGQYtrPRiP3TZ.jpg,datasets/uae_lp_v2_yolo/labels/train/1-328_jpg.rf.fthtJBHlGQYtrPRiP3TZ.txt,1-328_jpg.rf.fthtJBHlGQYtrPRiP3TZ.jpg,1-328_jpg.rf.fthtJBHlGQYtrPRiP3TZ.txt,.jpg,1440,1280,191858,76,2,0,0.08715300000000001,0.0464845,0.004257014757,3c9f2ab354b959124f6315b6171507783778d19d7727bf90947cce23570f6f49
train,datasets/uae_lp_v2_yolo/images/train/1-3427_jpg.rf.rvuTGCojMEOSifSRkHaD.jpg,datasets/uae_lp_v2_yolo/labels/train/1-3427_jpg.rf.rvuTGCojMEOSifSRkHaD.txt,1-3427_jpg.rf.rvuTGCojMEOSifSRkHaD.jpg,1-3427_jpg.rf.rvuTGCojMEOSifSRkHaD.txt,.jpg,1440,1280,204628,38,1,0,0.088194,0.091406,0.008061460764,645fdd6dd789f741c850944390261494015d71f8bf8bf0e1eaf7d6fd62b0fa92
train,datasets/uae_lp_v2_yolo/images/train/1-3434_jpg.rf.GBbJAFqgSedJm8euBuUG.jpg,datasets/uae_lp_v2_yolo/labels/train/1-3434_jpg.rf.GBbJAFqgSedJm8euBuUG.txt,1-3434_jpg.rf.GBbJAFqgSedJm8euBuUG.jpg,1-3434_jpg.rf.GBbJAFqgSedJm8euBuUG.txt,.jpg,1440,1280,169102,76,2,0,0.08680550000000001,0.0515625,0.006132252908,d5e18c3cbf858cbfa815d680ee690c8a2d3cdfbce86d544dda10663714b03a06
train,datasets/uae_lp_v2_yolo/images/train/1-3444_jpg.rf.kAtSEUASKo64blbfJGRU.jpg,datasets/uae_lp_v2_yolo/labels/train/1-3444_jpg.rf.kAtSEUASKo64blbfJGRU.txt,1-3444_jpg.rf.kAtSEUASKo64blbfJGRU.jpg,1-3444_jpg.rf.kAtSEUASKo64blbfJGRU.txt,.jpg,1440,1280,171641,76,2,0,0.07118050000000001,0.051953,0.0039773040365,a921a25d8d7473cd1bee1a8dfb620a4b6674e0a83235c095c21a4924ac621726
train,datasets/uae_lp_v2_yolo/images/train/1-34536_jpg.rf.8C8RITfwzb8sqscgTddb.jpg,datasets/uae_lp_v2_yolo/labels/train/1-34536_jpg.rf.8C8RITfwzb8sqscgTddb.txt,1-34536_jpg.rf.8C8RITfwzb8sqscgTddb.jpg,1-34536_jpg.rf.8C8RITfwzb8sqscgTddb.txt,.jpg,1440,1280,188489,38,1,0,0.045833,0.036719,0.001682941927,763191c9b3cae00e4fd0056d2b3b1b12296a3b34269dccf9aec702384ee3735f
train,datasets/uae_lp_v2_yolo/images/train/1-36304_jpg.rf.Fkcw1uCGqKFeMTb2hlFm.jpg,datasets/uae_lp_v2_yolo/labels/train/1-36304_jpg.rf.Fkcw1uCGqKFeMTb2hlFm.txt,1-36304_jpg.rf.Fkcw1uCGqKFeMTb2hlFm.jpg,1-36304_jpg.rf.Fkcw1uCGqKFeMTb2hlFm.txt,.jpg,1440,1280,213136,38,1,0,0.159028,0.061719,0.009815049132,9e20ed73f76fcc639327500d9d36447edd49918992697e2271537e5e24863e4e
train,datasets/uae_lp_v2_yolo/images/train/1-37034_jpg.rf.ZiVkEKdzkHD0xF9eNYQH.jpg,datasets/uae_lp_v2_yolo/labels/train/1-37034_jpg.rf.ZiVkEKdzkHD0xF9eNYQH.txt,1-37034_jpg.rf.ZiVkEKdzkHD0xF9eNYQH.jpg,1-37034_jpg.rf.ZiVkEKdzkHD0xF9eNYQH.txt,.jpg,1440,1280,222020,38,1,0,0.071528,0.075,0.0053646,744a1fe7511e29a72dccc49ba65ffc5dbde7f739ac391b6c17e4536026b8bff9
train,datasets/uae_lp_v2_yolo/images/train/1-41096_jpg.rf.GZlQnlSEzPNdWfQ452Mw.jpg,datasets/uae_lp_v2_yolo/labels/train/1-41096_jpg.rf.GZlQnlSEzPNdWfQ452Mw.txt,1-41096_jpg.rf.GZlQnlSEzPNdWfQ452Mw.jpg,1-41096_jpg.rf.GZlQnlSEzPNdWfQ452Mw.txt,.jpg,1440,1280,146934,76,2,0,0.070486,0.0578125,0.004238552691,014074b2292eff10aef742e889da11cc5f4b391dd15151eb6a6bb02f02c1ed7b
train,datasets/uae_lp_v2_yolo/images/train/1-42286_jpg.rf.cFL166hcFew3YrI9fIhR.jpg,datasets/uae_lp_v2_yolo/labels/train/1-42286_jpg.rf.cFL166hcFew3YrI9fIhR.txt,1-42286_jpg.rf.cFL166hcFew3YrI9fIhR.jpg,1-42286_jpg.rf.cFL166hcFew3YrI9fIhR.txt,.jpg,1440,1280,187107,38,1,0,0.142361,0.078125,0.011121953124999999,939446ee5f4b167c2104548ede95ef0384476083703293eeb03565e010dbe041
train,datasets/uae_lp_v2_yolo/images/train/1-42394_jpg.rf.mUbepf0rwMNPS5J8iZVq.jpg,datasets/uae_lp_v2_yolo/labels/train/1-42394_jpg.rf.mUbepf0rwMNPS5J8iZVq.txt,1-42394_jpg.rf.mUbepf0rwMNPS5J8iZVq.jpg,1-42394_jpg.rf.mUbepf0rwMNPS5J8iZVq.txt,.jpg,1440,1280,164446,76,2,0,0.0631945,0.035547,0.003209633724,9899d04d016d8f18d35c1a21a111adc9f5e801a73dd01a1d8df4fca07c3000c0
train,datasets/uae_lp_v2_yolo/images/train/1-44464_jpg.rf.svY39IZz69Nhd69eZciT.jpg,datasets/uae_lp_v2_yolo/labels/train/1-44464_jpg.rf.svY39IZz69Nhd69eZciT.txt,1-44464_jpg.rf.svY39IZz69Nhd69eZciT.jpg,1-44464_jpg.rf.svY39IZz69Nhd69eZciT.txt,.jpg,1440,1280,166853,76,2,0,0.0760415,0.05625,0.0056898213975,2d18aae34826abc4f3caf7f1c44cfd4b4ddfdbe692c440328fe9329f35fe22a3
train,datasets/uae_lp_v2_yolo/images/train/1-450_jpg.rf.fqmME71jybbVZb6ksSPT.jpg,datasets/uae_lp_v2_yolo/labels/train/1-450_jpg.rf.fqmME71jybbVZb6ksSPT.txt,1-450_jpg.rf.fqmME71jybbVZb6ksSPT.jpg,1-450_jpg.rf.fqmME71jybbVZb6ksSPT.txt,.jpg,1440,1280,173197,38,1,0,0.15,0.085156,0.012773399999999999,21330c22ae3bc24202f8a8bbe9c8a4b28b474840ec0bd997838816dc164058bb
train,datasets/uae_lp_v2_yolo/images/train/1-45550_jpg.rf.v8MNcdVWn2nLrsYMS6wg.jpg,datasets/uae_lp_v2_yolo/labels/train/1-45550_jpg.rf.v8MNcdVWn2nLrsYMS6wg.txt,1-45550_jpg.rf.v8MNcdVWn2nLrsYMS6wg.jpg,1-45550_jpg.rf.v8MNcdVWn2nLrsYMS6wg.txt,.jpg,1440,1280,152914,38,1,0,0.223611,0.094531,0.021138171441,66798d4583ba2409043f5acb01a5026eeaba69fb4a7e9901f375741e20ed5d85
train,datasets/uae_lp_v2_yolo/images/train/1-4813_jpg.rf.Q2DRVMmPbn8xQVkWmhFA.jpg,datasets/uae_lp_v2_yolo/labels/train/1-4813_jpg.rf.Q2DRVMmPbn8xQVkWmhFA.txt,1-4813_jpg.rf.Q2DRVMmPbn8xQVkWmhFA.jpg,1-4813_jpg.rf.Q2DRVMmPbn8xQVkWmhFA.txt,.jpg,1440,1280,189499,76,2,0,0.0625,0.032031000000000004,0.0019976,ffb4cb3ebd7df988ceae8f8101cc8ff25e360220e717b8ca9d30797d2f109526
train,datasets/uae_lp_v2_yolo/images/train/1-486_jpg.rf.K7UXRpr7KT50AZ4ozE6i.jpg,datasets/uae_lp_v2_yolo/labels/train/1-486_jpg.rf.K7UXRpr7KT50AZ4ozE6i.txt,1-486_jpg.rf.K7UXRpr7KT50AZ4ozE6i.jpg,1-486_jpg.rf.K7UXRpr7KT50AZ4ozE6i.txt,.jpg,1440,1280,143295,38,1,0,0.097222,0.060937,0.005924417014,6a9311388a3776136d896bff4ffc193093e647c5f3144bf2b84ab18285386452
train,datasets/uae_lp_v2_yolo/images/train/1-48826_jpg.rf.jDd83ECKXMwzrofuc3ai.jpg,datasets/uae_lp_v2_yolo/labels/train/1-48826_jpg.rf.jDd83ECKXMwzrofuc3ai.txt,1-48826_jpg.rf.jDd83ECKXMwzrofuc3ai.jpg,1-48826_jpg.rf.jDd83ECKXMwzrofuc3ai.txt,.jpg,1440,1280,147677,38,1,0,0.175,0.0875,0.015312499999999998,e1996bd453f429b0c14e3087e4e07005ddce70a65ed9b88544617ee0c8fe9761
train,datasets/uae_lp_v2_yolo/images/train/1-48872_jpg.rf.6Tah05BI15iMfHhNaPdR.jpg,datasets/uae_lp_v2_yolo/labels/train/1-48872_jpg.rf.6Tah05BI15iMfHhNaPdR.txt,1-48872_jpg.rf.6Tah05BI15iMfHhNaPdR.jpg,1-48872_jpg.rf.6Tah05BI15iMfHhNaPdR.txt,.jpg,1440,1280,188070,38,1,0,0.052778,0.053125,0.00280383125,0bdf8e6171fb6ddda73cba312db178c9a26ea413af1fda6d022cec28d9f20b96
train,datasets/uae_lp_v2_yolo/images/train/1-49235_jpg.rf.fGj9rplFn3F80csPKgRf.jpg,datasets/uae_lp_v2_yolo/labels/train/1-49235_jpg.rf.fGj9rplFn3F80csPKgRf.txt,1-49235_jpg.rf.fGj9rplFn3F80csPKgRf.jpg,1-49235_jpg.rf.fGj9rplFn3F80csPKgRf.txt,.jpg,1440,1280,203050,114,3,0,0.06064833333333333,0.039322666666666665,0.003210885850666666,1c1fccd1969a7784df7ea27ff55630ceeddfbea047627b23c4a978c2918fd10e
train,datasets/uae_lp_v2_yolo/images/train/1-49241_jpg.rf.6oWJpUD1LFjaVNhaNGdR.jpg,datasets/uae_lp_v2_yolo/labels/train/1-49241_jpg.rf.6oWJpUD1LFjaVNhaNGdR.txt,1-49241_jpg.rf.6oWJpUD1LFjaVNhaNGdR.jpg,1-49241_jpg.rf.6oWJpUD1LFjaVNhaNGdR.txt,.jpg,1440,1280,206392,38,1,0,0.122917,0.095312,0.011715465104,d3708baec8d7d48a47e474234eb218df9f6f2b68b255e99307632ef41f438a64
train,datasets/uae_lp_v2_yolo/images/train/1-50000_jpg.rf.H025zGv7SIjItfUG0763.jpg,datasets/uae_lp_v2_yolo/labels/train/1-50000_jpg.rf.H025zGv7SIjItfUG0763.txt,1-50000_jpg.rf.H025zGv7SIjItfUG0763.jpg,1-50000_jpg.rf.H025zGv7SIjItfUG0763.txt,.jpg,1440,1280,166053,38,1,0,0.157639,0.05625,0.00886719375,3f204cd4cbfb466be4eb7fc0740c4173cc142d8df89419974716f7d33c6ed922
train,datasets/uae_lp_v2_yolo/images/train/1-50913_jpg.rf.tGeuIXHQjb2kHuEnKMa8.jpg,datasets/uae_lp_v2_yolo/labels/train/1-50913_jpg.rf.tGeuIXHQjb2kHuEnKMa8.txt,1-50913_jpg.rf.tGeuIXHQjb2kHuEnKMa8.jpg,1-50913_jpg.rf.tGeuIXHQjb2kHuEnKMa8.txt,.jpg,1440,1280,215541,76,2,0,0.11493049999999999,0.0535155,0.0078135899305,5ad454aff4f130a208b462e17ba22146fa77ec2e199e3e406a654da9e20f7132
train,datasets/uae_lp_v2_yolo/images/train/1-52017_jpg.rf.PzlBKBvzLcOvdYjWPkVS.jpg,datasets/uae_lp_v2_yolo/labels/train/1-52017_jpg.rf.PzlBKBvzLcOvdYjWPkVS.txt,1-52017_jpg.rf.PzlBKBvzLcOvdYjWPkVS.jpg,1-52017_jpg.rf.PzlBKBvzLcOvdYjWPkVS.txt,.jpg,1440,1280,180132,38,1,0,0.190972,0.097656,0.018649561632000003,e5a54d231ca679470faeec16122fb896d5cf5e983383fa608f48caff107cdc83
train,datasets/uae_lp_v2_yolo/images/train/1-52102_jpg.rf.fgoltdvQwcQKXLozsilD.jpg,datasets/uae_lp_v2_yolo/labels/train/1-52102_jpg.rf.fgoltdvQwcQKXLozsilD.txt,1-52102_jpg.rf.fgoltdvQwcQKXLozsilD.jpg,1-52102_jpg.rf.fgoltdvQwcQKXLozsilD.txt,.jpg,1440,1280,178521,114,3,0,0.06273166666666667,0.04244766666666666,0.002946684809,ac3717a42cbdd1f0ab078e2d833a4125205c67ef69a17a9320e45115f1fa6333
train,datasets/uae_lp_v2_yolo/images/train/1-53295_jpg.rf.niNeaHuBGBrumMlg7ymb.jpg,datasets/uae_lp_v2_yolo/labels/train/1-53295_jpg.rf.niNeaHuBGBrumMlg7ymb.txt,1-53295_jpg.rf.niNeaHuBGBrumMlg7ymb.jpg,1-53295_jpg.rf.niNeaHuBGBrumMlg7ymb.txt,.jpg,1440,1280,187699,38,1,0,0.079861,0.042969,0.003431547309,81d918b7f8f362b73b5b0d78aab0c8ed90a2bff603017befd85eb53301ef8d3c
train,datasets/uae_lp_v2_yolo/images/train/1-54004_jpg.rf.lkSFd8JFLQuqMMEfIMwI.jpg,datasets/uae_lp_v2_yolo/labels/train/1-54004_jpg.rf.lkSFd8JFLQuqMMEfIMwI.txt,1-54004_jpg.rf.lkSFd8JFLQuqMMEfIMwI.jpg,1-54004_jpg.rf.lkSFd8JFLQuqMMEfIMwI.txt,.jpg,1440,1280,212471,38,1,0,0.129167,0.098437,0.012714811979,0fb9daaac936adc8cc051d7b7355e844d51f249c0bd1862f506875a81678d89f
train,datasets/uae_lp_v2_yolo/images/train/1-54600_jpg.rf.NPZPzY9fjEaR2PwEaR21.jpg,datasets/uae_lp_v2_yolo/labels/train/1-54600_jpg.rf.NPZPzY9fjEaR2PwEaR21.txt,1-54600_jpg.rf.NPZPzY9fjEaR2PwEaR21.jpg,1-54600_jpg.rf.NPZPzY9fjEaR2PwEaR21.txt,.jpg,1440,1280,163534,76,2,0,0.050346999999999996,0.050390500000000005,0.0033276259115,8ac5225d196c060f9e870eae6f415e58532ca752534f78986cbd17248587ac06
